national_team,team_code,group,roster_player,roster_position,roster_club,matched_player,club,league,season,matches_played,minutes,goals,assists,shots,key_passes,xg,npxg,xa,xg_per90,xa_per90,source,source_url,last_verified,match_confidence,recommended_weight,notes
Ecuador,ECU,E,Pedro VITE,MF,Pumas UNAM (MEX),Pedro Vite,Pumas UNAM,Liga MX,2025/2026,38,2897,3,1,25,47,3.6,3.6,5.64,0.112,0.175,FootyStats,https://footystats.org/players/ecuador/pedro-vite,2026-06-16,footystats_verified,0.4,FootyStats club Pumas UNAM matches roster; Liga MX 2025/2026 league totals.
Ecuador,ECU,E,Jackson POROZO,DF,Club Tijuana (MEX),Jackson Porozo,Tijuana,Liga MX,2025/2026,35,3119,2,0,15,5,2.14,2.14,2.5,0.062,0.072,FootyStats,https://footystats.org/players/ecuador/jackson-porozo,2026-06-16,footystats_verified,0.4,FootyStats club Tijuana matches roster Club Tijuana; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Raul RANGEL,GK,CD Guadalajara (MEX),Jose Raul Rangel Aguilar,Guadalajara,Liga MX,2025/2026,34,3060,0,0,0,5,0,0,1.87,0.0,0.055,FootyStats,https://footystats.org/players/mexico/jose-raul-rangel-aguilar,2026-06-16,footystats_verified,0.4,FootyStats club Guadalajara matches roster CD Guadalajara; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Erik LIRA,MF,CF Cruz Azul (MEX),Erik Antonio Lira Mendez,Cruz Azul,Liga MX,2025/2026,37,3002,0,0,11,16,0.72,0.72,4.48,0.022,0.134,FootyStats,https://footystats.org/players/mexico/erik-antonio-lira-mendez,2026-06-16,footystats_verified,0.4,FootyStats club Cruz Azul matches roster CF Cruz Azul; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Luis ROMO,MF,CD Guadalajara (MEX),Luis Francisco Romo Barron,Guadalajara,Liga MX,2025/2026,28,2453,1,2,32,21,2.99,2.99,4.6,0.11,0.169,FootyStats,https://footystats.org/players/mexico/luis-francisco-romo-barron,2026-06-16,footystats_verified,0.4,FootyStats club Guadalajara matches roster CD Guadalajara; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Alexis VEGA,FW,Deportivo Toluca FC (MEX),Ernesto Alexis Vega Rojas,Toluca,Liga MX,2025/2026,22,1499,4,12,46,70,5.72,5.02,10.9,0.343,0.654,FootyStats,https://footystats.org/players/mexico/ernesto-alexis-vega-rojas,2026-06-16,footystats_verified,0.4,FootyStats club Toluca matches roster Deportivo Toluca FC; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Carlos ACEVEDO,GK,Club Santos Laguna (MEX),Carlos Acevedo Lopez,Santos Laguna,Liga MX,2025/2026,32,2860,0,0,1,0,0.04,0.04,1.24,0.001,0.039,FootyStats,https://footystats.org/players/mexico/carlos-acevedo-lopez,2026-06-16,footystats_verified,0.4,FootyStats club Santos Laguna matches roster Club Santos Laguna; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Armando GONZALEZ,FW,CD Guadalajara (MEX),Armando Gonzalez Alba,Guadalajara,Liga MX,2025/2026,35,2460,24,2,102,24,23.01,19.51,2.83,0.842,0.104,FootyStats,https://footystats.org/players/mexico/armando-gonzalez-alba,2026-06-16,footystats_verified,0.4,FootyStats club Guadalajara matches roster CD Guadalajara; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Israel REYES,DF,Club América (MEX),Israel Reyes Romero,América,Liga MX,2025/2026,33,2839,0,2,23,18,1.32,1.32,5.12,0.042,0.162,FootyStats,https://footystats.org/players/mexico/israel-reyes-romero,2026-06-16,footystats_verified,0.4,FootyStats club América matches roster Club América; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Gilberto MORA,MF,Club Tijuana (MEX),Gilberto Rafael Mora Zambrano,Club Tijuana,Liga MX,2025/2026,20,1398,6,1,29,18,6.15,4.75,2.07,0.396,0.133,FootyStats,https://footystats.org/fr/players/mexico/gilberto-rafael-mora-zambrano,2026-06-16,footystats_verified,0.4,FootyStats club Club Tijuana matches roster; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Guillermo MARTINEZ,FW,Pumas UNAM (MEX),Guillermo Martinez Ayala,Pumas UNAM,Liga MX,2025/2026,26,1342,9,0,44,10,8.79,7.39,0.71,0.589,0.048,FootyStats,https://footystats.org/players/mexico/guillermo-martinez-ayala,2026-06-16,footystats_verified,0.4,FootyStats club Pumas UNAM matches roster; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Jesus GALLARDO,DF,Deportivo Toluca FC (MEX),Jesus Daniel Gallardo Vasconcelos,Toluca,Liga MX,2025/2026,33,2696,5,5,50,42,6.31,5.61,6.89,0.211,0.23,FootyStats,https://footystats.org/players/mexico/jesus-daniel-gallardo-vasconcelos,2026-06-16,footystats_verified,0.4,FootyStats club Toluca matches roster Deportivo Toluca FC; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Roberto ALVARADO,FW,CD Guadalajara (MEX),Roberto Carlos Alvarado Hernandez,Guadalajara,Liga MX,2025/2026,31,2368,4,5,54,59,6.94,6.94,7.09,0.264,0.269,FootyStats,https://footystats.org/players/mexico/roberto-carlos-alvarado-hernandez,2026-06-16,footystats_verified,0.4,FootyStats club Guadalajara matches roster CD Guadalajara; Liga MX 2025/2026 league totals.
Mexico,MEX,A,Brian GUTIERREZ,MF,CD Guadalajara (MEX),Brian Gutierrez,Guadalajara,Liga MX,2025/2026,17,917,2,1,29,20,3.83,3.83,2.5,0.376,0.245,FootyStats,https://footystats.org/players/usa/brian-gutierrez,2026-06-16,footystats_verified,0.4,FootyStats club Guadalajara matches roster CD Guadalajara; Liga MX 2025/2026 league totals.
Panama,PAN,L,Jose RODRIGUEZ,MF,FC Juárez (MEX),Jose Luis Rodriguez Francis,Juárez,Liga MX,2025/2026,37,2936,4,9,51,61,6.21,6.21,9.09,0.19,0.279,FootyStats,https://footystats.org/players/panama/jose-luis-rodriguez-francis,2026-06-16,footystats_verified,0.4,FootyStats lists as Puma; club Juárez matches roster FC Juárez; Liga MX 2025/2026 league totals.
Panama,PAN,L,Adalberto CARRASQUILLA,MF,Pumas UNAM (MEX),Adalberto Carrasquilla,Pumas UNAM,Liga MX,2025/2026,38,2854,2,6,38,47,3.92,3.92,7.85,0.124,0.248,FootyStats,https://footystats.org/players/panama/adalberto-carrasquilla,2026-06-16,footystats_verified,0.4,FootyStats club Pumas UNAM matches roster; Liga MX 2025/2026 league totals.
Panama,PAN,L,Ismael DIAZ,MF,Club León (MEX),Ismael Diaz,León,Liga MX,2025/2026,27,1933,10,6,56,34,10.45,9.75,5.85,0.487,0.272,FootyStats,https://footystats.org/players/panama/ismael-diaz,2026-06-16,footystats_verified,0.4,FootyStats club León matches roster Club León; Liga MX 2025/2026 league totals.
Panama,PAN,L,Edgar BARCENAS,MF,Mazatlán FC (MEX),Edgar Yoel Barcenas Herrera,Mazatlán,Liga MX,2025/2026,30,2255,3,1,30,37,4.35,3.65,4,0.174,0.16,FootyStats,https://footystats.org/players/panama/edgar-yoel-barcenas-herrera,2026-06-16,footystats_verified,0.4,FootyStats club Mazatlán matches roster Mazatlán FC; Liga MX 2025/2026 league totals.
Uruguay,URU,H,Sebastian CACERES,DF,Club América (MEX),Sebastián Enzo Cáceres Ramos,América,Liga MX,2025/2026,28,2379,0,0,3,6,0.13,0.13,2.65,0.005,0.1,FootyStats,https://footystats.org/players/uruguay/sebastian-enzo-caceres-ramos,2026-06-16,footystats_verified,0.4,FootyStats club América matches roster Club América; Liga MX 2025/2026 league totals.
Uruguay,URU,H,Santiago MELE,GK,CF Monterrey (MEX),Santiago Andrés Mele Castanero,Monterrey,Liga MX,2025/2026,17,1530,0,0,0,2,0,0,0.83,0.0,0.049,FootyStats,https://footystats.org/players/uruguay/santiago-andres-mele-castanero,2026-06-16,footystats_verified,0.4,FootyStats club Monterrey matches roster CF Monterrey; Liga MX 2025/2026 league totals.
Uruguay,URU,H,Brian RODRIGUEZ,FW,Club América (MEX),Paul Brian Rodríguez Bravo,América,Liga MX,2025/2026,37,2400,13,7,79,66,13.5,10.7,7.42,0.506,0.278,FootyStats,https://footystats.org/players/uruguay/paul-brian-rodriguez-bravo,2026-06-16,footystats_verified,0.4,FootyStats club América matches roster Club América; Liga MX 2025/2026 league totals.
Uruguay,URU,H,Rodrigo AGUIRRE,FW,Tigres UANL (MEX),Rodrigo Sebastián Aguirre Soto,Tigres UANL,Liga MX,2025/2026,33,2031,5,2,55,13,7.65,7.65,2.11,0.339,0.094,FootyStats,https://footystats.org/players/uruguay/rodrigo-sebastian-aguirre-soto,2026-06-16,footystats_verified,0.4,FootyStats club Tigres UANL matches roster; Liga MX 2025/2026 league totals.
USA,USA,D,Alex ZENDEJAS,FW,Club América (MEX),Alejandro Zendejas Saavedra,América,Liga MX,2025/2026,28,2103,12,7,60,46,11.95,9.15,7.71,0.511,0.33,FootyStats,https://footystats.org/players/mexico/alejandro-zendejas-saavedra,2026-06-16,footystats_verified,0.4,FootyStats club América matches roster Club América; Liga MX 2025/2026 league totals.
Iraq,IRQ,I,Aimar AIMAR SHER,MF,Sarpsborg 08 FF (NOR),Aimar Sher,Sarpsborg 08,Norwegian Eliteserien,2026,9,807,1,0,11,7,1.5,1.5,1.27,0.167,0.142,FootyStats,https://footystats.org/players/sweden/aimar-sher,2026-06-16,footystats_verified,0.4,Eliteserien 2026 league totals; club Sarpsborg 08 matches roster.
New Zealand,NZL,G,Joe BELL,MF,Viking Stavanger (NOR),Joe Bell,Viking,Norwegian Eliteserien,2026,6,520,0,1,6,4,0.33,0.33,1.21,0.057,0.209,FootyStats,https://footystats.org/players/new-zealand/joe-bell,2026-06-16,footystats_verified,0.4,Eliteserien 2026 league totals; club Viking matches roster.
Norway,NOR,I,Patrick BERG,MF,FK Bodø/Glimt (NOR),Patrick Berg,FK Bodo - Glimt,Norwegian Eliteserien,2026,10,900,1,0,29,15,2.97,2.97,1.66,0.297,0.166,FootyStats,https://footystats.org/players/norway/patrick-berg,2026-06-16,footystats_verified,0.4,Eliteserien 2026 league totals; club FK Bodo - Glimt matches roster.
Norway,NOR,I,Fredrik BJORKAN,DF,FK Bodø/Glimt (NOR),Fredrik Bjørkan,FK Bodo - Glimt,Norwegian Eliteserien,2026,10,635,1,0,6,7,0.95,0.95,1.22,0.135,0.173,FootyStats,https://footystats.org/players/norway/fredrik-bjorkan,2026-06-16,footystats_verified,0.4,Eliteserien 2026 league totals; club FK Bodo - Glimt matches roster.
Norway,NOR,I,Jens HAUGE,MF,FK Bodø/Glimt (NOR),Jens Petter Hauge,FK Bodo - Glimt,Norwegian Eliteserien,2026,10,785,1,1,12,20,1.48,1.48,2.32,0.17,0.266,FootyStats,https://footystats.org/players/norway/jens-petter-hauge,2026-06-16,footystats_verified,0.4,Eliteserien 2026 league totals; club FK Bodo - Glimt matches roster.
Norway,NOR,I,Henrik FALCHENER,DF,Viking Stavanger (NOR),Henrik Sælebakke Falchener,Viking,Norwegian Eliteserien,2026,10,856,2,1,8,1,1.88,1.88,1.81,0.198,0.19,FootyStats,https://footystats.org/players/norway/henrik-saelebakke-falchener,2026-06-16,footystats_verified,0.4,Eliteserien 2026 league totals; club Viking matches roster.
South Africa,RSA,A,Samukelo KABINI,DF,Molde FK (NOR),Samukelo Kabini,Molde,Norwegian Eliteserien,2026,7,618,0,1,2,5,0.18,0.18,1.34,0.026,0.195,FootyStats,https://footystats.org/players/south-africa/samukelo-kabini,2026-06-16,footystats_verified,0.4,Eliteserien 2026 league totals; club Molde matches roster.
Australia,AUS,D,Cameron DEVLIN,MF,Heart Of Midlothian FC (SCO),Cameron Devlin,Hearts,Scottish Premiership,2025/2026,28,2392,2,0,20,21,2.45,2.45,3.22,0.092,0.121,FootyStats,https://footystats.org/players/australia/cameron-devlin,2026-06-16,footystats_verified,0.4,Hearts club match
Belgium,BEL,G,Nicolas RASKIN,MF,Rangers FC (SCO),Nicolas Raskin,Rangers,Scottish Premiership,2025/2026,33,2785,6,7,49,45,6.88,6.88,9.03,0.222,0.292,FootyStats,https://footystats.org/players/belgium/nicolas-raskin,2026-06-16,footystats_verified,0.4,Rangers club match
Canada,CAN,B,Alistair JOHNSTON,DF,Celtic FC (SCO),Alistair Johnston,Celtic,Scottish Premiership,2025/2026,7,501,0,1,4,9,0.16,0.16,1.47,0.029,0.264,FootyStats,https://footystats.org/players/canada/alistair-johnston,2026-06-16,footystats_verified,0.4,Celtic club match; limited minutes
DR Congo,COD,K,Aaron TSHIBOLA,MF,Kilmarnock FC (SCO),Aaron Tshibola,Kilmarnock,Scottish Premiership,2025/2026,14,886,0,0,14,10,0.91,0.91,1.39,0.092,0.141,FootyStats,https://footystats.org/players/congo-dr/aaron-tshibola,2026-06-16,footystats_verified,0.4,Kilmarnock club match
Japan,JPN,F,Daizen MAEDA,MF,Celtic FC (SCO),Daizen Maeda,Celtic,Scottish Premiership,2025/2026,36,2837,14,6,71,34,14.27,14.27,5.83,0.453,0.185,FootyStats,https://footystats.org/players/japan/daizen-maeda,2026-06-16,footystats_verified,0.4,Celtic club match
South Korea,KOR,A,Hyunjun YANG,MF,Celtic FC (SCO),Hyun-Jun Yang,Celtic,Scottish Premiership,2025/2026,31,2072,8,2,43,23,8.15,8.15,3.68,0.354,0.16,FootyStats,https://footystats.org/players/south-korea/hyun-jun-yang,2026-06-16,footystats_verified,0.4,Celtic club match
New Zealand,NZL,G,Elijah JUST,MF,Motherwell FC (SCO),Elijah Henry Just,Motherwell,Scottish Premiership,2025/2026,34,2702,7,7,76,49,9.96,9.96,7.75,0.332,0.258,FootyStats,https://footystats.org/players/new-zealand/elijah-henry-just,2026-06-16,footystats_verified,0.4,Motherwell club match
Norway,NOR,I,Thelo AASGAARD,MF,Rangers FC (SCO),Thelo Aasgaard,Rangers,Scottish Premiership,2025/2026,33,1806,7,4,52,30,8.53,7.83,4.6,0.425,0.229,FootyStats,https://footystats.org/players/norway/thelo-aasgaard,2026-06-16,footystats_verified,0.4,Rangers club match
Scotland,SCO,C,Grant HANLEY,DF,Hibernian FC (SCO),Grant Hanley,Hibernian,Scottish Premiership,2025/2026,24,1932,1,0,14,0,1.34,1.34,1.91,0.062,0.089,FootyStats,https://footystats.org/players/scotland/grant-hanley,2026-06-16,footystats_verified,0.4,Hibernian club match
Scotland,SCO,C,Kieran TIERNEY,DF,Celtic FC (SCO),Kieran Tierney,Celtic,Scottish Premiership,2025/2026,35,2517,6,8,29,52,5.76,5.76,9.63,0.206,0.344,FootyStats,https://footystats.org/players/scotland/kieran-tierney,2026-06-16,footystats_verified,0.4,Celtic club match
Scotland,SCO,C,John SOUTTAR,DF,Rangers FC (SCO),John Souttar,Rangers,Scottish Premiership,2025/2026,24,2014,0,0,13,11,0.9,0.9,3.18,0.04,0.142,FootyStats,https://footystats.org/players/scotland/john-souttar,2026-06-16,footystats_verified,0.4,Rangers club match
Scotland,SCO,C,Lawrence SHANKLAND,FW,Heart Of Midlothian FC (SCO),Lawrence Shankland,Hearts,Scottish Premiership,2025/2026,29,2500,16,3,87,35,16.88,14.08,4.2,0.608,0.151,FootyStats,https://footystats.org/players/scotland/lawrence-shankland,2026-06-16,footystats_verified,0.4,Hearts club match
Scotland,SCO,C,Craig GORDON,GK,Heart Of Midlothian FC (SCO),Craig Gordon,Hearts,Scottish Premiership,2025/2026,3,225,0,0,0,0,0,0,0.06,0.0,0.024,FootyStats,https://footystats.org/players/scotland/craig-gordon,2026-06-16,footystats_verified,0.4,Hearts club match; backup GK
Scotland,SCO,C,Anthony RALSTON,DF,Celtic FC (SCO),Anthony Ralston,Celtic,Scottish Premiership,2025/2026,24,1300,0,0,7,9,0.5,0.5,2.76,0.035,0.191,FootyStats,https://footystats.org/players/scotland/anthony-ralston,2026-06-16,footystats_verified,0.4,Celtic club match
Scotland,SCO,C,Findlay CURTIS,FW,Kilmarnock FC (SCO),Findlay Curtis,Kilmarnock,Scottish Premiership,2025/2026,24,1299,6,1,51,20,7.4,7.4,2.04,0.513,0.141,FootyStats,https://footystats.org/players/scotland/findlay-curtis,2026-06-16,footystats_verified,0.4,Kilmarnock club match; on loan from Rangers
Sweden,SWE,F,Benjamin NYGREN,MF,Celtic FC (SCO),Benjamin Nygren,Celtic,Scottish Premiership,2025/2026,37,2519,16,5,92,58,16.88,16.88,6.93,0.603,0.248,FootyStats,https://footystats.org/players/sweden/benjamin-nygren,2026-06-16,footystats_verified,0.4,Celtic club match
Tunisia,TUN,F,Sebastian TOUNEKTI,MF,Celtic FC (SCO),Sebastian Tounekti,Celtic,Scottish Premiership,2025/2026,27,1509,2,2,34,37,3.51,3.51,4.15,0.209,0.248,FootyStats,https://footystats.org/players/norway/sebastian-tounekti,2026-06-16,footystats_verified,0.4,Celtic club match
USA,USA,D,Auston TRUSTY,DF,Celtic FC (SCO),Auston Trusty,Celtic,Scottish Premiership,2025/2026,26,2162,0,0,12,6,0.81,0.81,4.46,0.034,0.186,FootyStats,https://footystats.org/players/usa/auston-trusty,2026-06-16,footystats_verified,0.4,Celtic club match
Algeria,ALG,J,Jaouen HADJAM,DF,BSC Young Boys (SUI),Jaouen Hadjam,Young Boys,Swiss Super League,2025/2026,20,1238,2,4,15,22,2.20,2.20,4.40,0.16,0.32,FootyStats,https://footystats.org/players/france/jaouen-hadjam,2026-06-16,footystats_verified,0.4,Super League domestic league totals
