player,nation_raw,position,club,league,age,born,season,matches_played,starts,minutes,nineties,goals,assists,xg,npxg,xag,npxg_xag,progressive_carries,progressive_passes,progressive_receives,xg_per90,xag_per90,npxg_per90,source,source_url,last_verified
Dennis Appiah,frFRA,DF,Saint-Étienne,Ligue 1,32-322,1992,2024-25,26,19,1859,20.7,0,1,0.2,0.2,2.1,2.3,43,85,90,0.1,0.11,0.11,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Aritz Arambarri,esESP,DF,Leganés,La Liga,27-086,1998,2024-25,2,2,177,2.0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mauro Arambarri,uyURU,MF,Getafe,La Liga,29-209,1995,2024-25,31,27,2333,25.9,9,0,7.0,4.6,0.6,5.2,12,70,48,0.02,0.29,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jon Aramburu,veVEN,DF,Real Sociedad,La Liga,22-278,2002,2024-25,30,26,2207,24.5,1,1,0.4,0.4,0.9,1.3,22,92,41,0.04,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Julian Araujo,mxMEX,DF,Bournemouth,gPremier League,23-257,2001,2024-25,9,5,362,4.0,0,0,0.0,0.0,0.0,0.0,3,14,18,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ronald Araújo,uyURU,DF,Barcelona,La Liga,26-051,1999,2024-25,9,8,551,6.1,1,1,1.0,1.0,0.4,1.4,6,32,3,0.07,0.23,0.23,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Cameron Archer,engENG,FW,Southampton,gPremier League,23-280,2001,2024-25,31,13,1361,15.1,2,0,5.1,4.3,0.4,4.6,19,14,62,0.02,0.36,0.31,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Carlens Arcus,htHAI,DF,Angers,Ligue 1,28-303,1996,2024-25,24,21,1707,19.0,0,1,0.0,0.0,1.2,1.2,36,62,65,0.06,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alphonse Areola,frFRA,GK,West Ham,gPremier League,32-059,1993,2024-25,23,22,1990,22.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adu Ares,esESP,FW,Athletic Club,La Liga,23-197,2001,2024-25,1,0,19,0.2,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jesús Areso,esESP,DF,Osasuna,La Liga,25-299,1999,2024-25,31,30,2633,29.3,0,3,0.1,0.1,2.9,3.0,89,89,179,0.1,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
David Argüelles,esESP,MF,Getafe,La Liga,23-116,2002,2024-25,1,0,7,0.1,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Joe Aribo,ngNGA,"MF,DF",Southampton,gPremier League,28-280,1996,2024-25,30,20,1909,21.2,3,0,2.7,2.7,1.6,4.3,35,71,64,0.07,0.2,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adam Armstrong,engENG,"FW,MF",Southampton,gPremier League,28-076,1997,2024-25,20,15,1248,13.9,2,2,3.3,2.3,1.2,3.5,25,21,79,0.09,0.32,0.25,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Harrison Armstrong,engENG,MF,Everton,gPremier League,18-098,2007,2024-25,3,0,48,0.5,0,0,0.4,0.4,0.1,0.4,1,1,0,0.14,0.82,0.82,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
José Arnaiz,esESP,"MF,FW",Osasuna,La Liga,30-012,1995,2024-25,13,1,122,1.4,0,0,0.3,0.3,0.1,0.4,4,3,13,0.06,0.28,0.28,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hákon Arnar Haraldsson,isISL,"MF,FW",Lille,Ligue 1,22-017,2003,2024-25,21,17,1458,16.2,4,2,3.3,3.3,2.6,5.9,44,87,124,0.16,0.36,0.36,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marko Arnautović,atAUT,FW,Inter,Serie A,36-008,1989,2024-25,14,3,364,4.0,4,2,2.6,2.6,1.2,3.7,2,11,44,0.29,0.92,0.92,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Maximilian Arnold,deGER,MF,Wolfsburg,Bundesliga,30-335,1994,2024-25,27,26,2266,25.2,3,5,0.9,0.9,3.2,4.1,9,127,15,0.13,0.16,0.16,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jann-Fiete Arp,deGER,"FW,MF",Holstein Kiel,Bundesliga,25-111,2000,2024-25,22,3,696,7.7,2,0,3.8,2.2,1.0,3.2,13,21,64,0.13,0.62,0.41,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sergio Arribas,esESP,DF,Betis,La Liga,22-076,2003,2024-25,1,1,90,1.0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kepa Arrizabalaga,esESP,GK,Bournemouth,gPremier League,30-206,1994,2024-25,26,26,2340,26.0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Arthur,brBRA,DF,Leverkusen,Bundesliga,22-041,2003,2024-25,17,7,639,7.1,0,1,0.1,0.1,0.4,0.4,13,23,48,0.05,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Takuma Asano,jpJPN,"FW,MF",Mallorca,La Liga,30-168,1994,2024-25,19,12,958,10.6,2,0,2.3,2.3,0.6,2.8,26,19,65,0.05,0.27,0.27,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Raúl Asencio,esESP,DF,Real Madrid,La Liga,22-073,2003,2024-25,19,14,1361,15.1,0,1,0.1,0.1,0.5,0.6,5,24,4,0.03,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marco Asensio,esESP,"MF,FW",Aston Villa,gPremier League,29-096,1996,2024-25,9,5,481,5.3,3,1,4.2,2.6,0.8,3.4,15,31,23,0.15,0.93,0.64,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marco Asensio,esESP,"FW,MF",Paris S-G,Ligue 1,29-096,1996,2024-25,12,8,618,6.9,2,4,5.6,5.6,2.7,8.3,19,36,49,0.39,1.21,1.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kristjan Asllani,alALB,MF,Inter,Serie A,23-049,2002,2024-25,19,7,718,8.0,0,2,0.8,0.8,1.6,2.4,7,47,17,0.2,0.31,0.31,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Iago Aspas,esESP,"FW,MF",Celta Vigo,La Liga,37-269,1987,2024-25,26,17,1579,17.5,9,3,8.4,3.6,3.2,6.8,45,117,124,0.18,0.66,0.39,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yaser Asprilla,coCOL,"FW,MF",Girona,La Liga,21-159,2003,2024-25,22,12,1123,12.5,3,0,1.7,1.7,2.0,3.6,54,68,110,0.16,0.29,0.29,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lorenz Assignon,tgTOG,DF,Rennes,Ligue 1,24-309,2000,2024-25,29,25,2149,23.9,3,4,2.1,2.1,3.4,5.4,87,105,186,0.14,0.23,0.23,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dehmaine Assoumani,frFRA,"MF,FW",Nantes,Ligue 1,20-010,2005,2024-25,10,0,82,0.9,0,0,0.1,0.1,0.9,1.0,4,1,14,0.95,1.04,1.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Valentin Atangana Edoa,frFRA,MF,Reims,Ligue 1,19-245,2005,2024-25,30,29,2497,27.7,1,0,2.0,2.0,0.5,2.5,40,86,30,0.02,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Arthur Atta,frFRA,"MF,FW",Udinese,Serie A,22-103,2003,2024-25,23,8,925,10.3,0,1,1.1,1.1,1.3,2.4,25,45,63,0.12,0.24,0.24,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Noah Atubolu,deGER,GK,Freiburg,Bundesliga,22-337,2002,2024-25,24,24,2127,23.6,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Emil Audero,idIDN,GK,Como,Serie A,28-099,1997,2024-25,8,8,720,8.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Tommaso Augello,itITA,"DF,FW",Cagliari,Serie A,30-240,1994,2024-25,33,25,2292,25.5,0,6,0.3,0.3,4.3,4.5,54,108,106,0.17,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Carlos Augusto,brBRA,DF,Inter,Serie A,26-110,1999,2024-25,24,11,1353,15.0,3,2,2.1,2.1,1.5,3.6,21,58,69,0.1,0.24,0.24,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yann Aurel Bisseck,deGER,DF,Inter,Serie A,24-149,2000,2024-25,22,13,1305,14.5,2,2,2.4,2.4,0.6,3.0,27,70,37,0.04,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Brandon Austin,engENG,GK,Tottenham,gPremier League,26-109,1999,2024-25,1,1,90,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ezequiel Ávila,arARG,FW,Betis,La Liga,31-080,1994,2024-25,19,6,677,7.5,2,0,1.5,1.5,1.0,2.5,12,18,48,0.14,0.34,0.34,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Taiwo Awoniyi,ngNGA,FW,Nott'ham Forest,gPremier League,27-258,1997,2024-25,24,3,378,4.2,1,0,2.1,2.1,0.1,2.2,6,7,19,0.03,0.53,0.53,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yasin Ayari,seSWE,MF,Brighton,gPremier League,21-203,2003,2024-25,30,19,1737,19.3,1,1,2.2,2.2,2.2,4.4,30,66,59,0.11,0.23,0.23,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Florian Ayé,frFRA,FW,Auxerre,Ligue 1,28-098,1997,2024-25,22,4,514,5.7,2,0,1.7,1.7,0.1,1.8,5,5,28,0.02,0.32,0.32,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
André Ayew,ghGHA,FW,Le Havre,Ligue 1,35-131,1989,2024-25,24,13,1261,14.0,4,1,4.2,4.2,0.2,4.4,4,16,39,0.01,0.31,0.31,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jordan Ayew,ghGHA,"FW,MF",Crystal Palace,gPremier League,33-228,1991,2024-25,1,0,21,0.2,0,0,0.5,0.5,0.0,0.5,0,0,1,0.21,2.17,2.17,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jordan Ayew,ghGHA,"FW,MF",Leicester City,gPremier League,33-228,1991,2024-25,26,15,1356,15.1,4,0,2.9,2.1,0.8,2.9,42,33,75,0.06,0.25,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Neil El Aynaoui,frFRA,MF,Lens,Ligue 1,23-299,2001,2024-25,20,13,1267,14.1,5,1,3.4,1.1,1.6,2.7,9,64,21,0.11,0.36,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ayman Azhil,maMAR,MF,Dortmund,Bundesliga,24-017,2001,2024-25,1,0,24,0.3,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adam Aznou,maMAR,DF,Valladolid,La Liga,18-329,2006,2024-25,9,7,581,6.5,0,0,0.1,0.1,0.1,0.1,12,18,20,0.01,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adam Aznou,maMAR,DF,Bayern Munich,Bundesliga,18-329,2006,2024-25,2,0,17,0.2,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
